Title,Author,ASIN,Publisher,Publication date,Language,File size,Text-to-Speech,Enhanced typesetting,X-Ray,Word Wise,Print length,Lending,Best Sellers Rank,Customer Reviews
Te doy mi corazón (Bridgerton 3) (Spanish Edition),Julia Quinn,B084WXRTTD,"Titania (March 10, 2020)","March 10, 2020",Spanish,1842 KB,Enabled,Enabled,,Not Enabled,374 pages,Not Enabled,"#22 in Romance in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407425011/ref=pd_zg_hrsr_digital-text), #35 in Spanish Language Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588769011/ref=pd_zg_hrsr_digital-text), #384 in Libros en español(https://www.amazon.com/gp/bestsellers/books/16568978011/ref=pd_zg_hrsr_books)","4.5 out of 5 stars, 987 ratings"
El arte de engañar al karma (Spanish Edition),,B08WHPK1WF,"SUMA (April 8, 2021)","April 8, 2021",Spanish,1264 KB,Enabled,Enabled,,Not Enabled,732 pages,Not Enabled,"#30 in Romance in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407425011/ref=pd_zg_hrsr_digital-text), #46 in Spanish Language Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588769011/ref=pd_zg_hrsr_digital-text), #489 in Libros en español(https://www.amazon.com/gp/bestsellers/books/16568978011/ref=pd_zg_hrsr_books)","None, None"
National Geographic Readers: Los Gatos vs. Los Perros (Cats vs. Dogs) (Spanish Edition),Elizabeth Carney,B012GXPJ2M,"National Geographic Kids; Illustrated edition (September 8, 2015)","September 8, 2015",Spanish,33878 KB,Not enabled,Not Enabled,,Not Enabled,48 pages,Enabled,"#28 in Children's Dog Books (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/155030011/ref=pd_zg_hrsr_digital-text), #29 in Children's in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407404011/ref=pd_zg_hrsr_digital-text), #31 in Children's Nonfiction Animal Books(https://www.amazon.com/gp/bestsellers/digital-text/319884011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 101 ratings"
Caminando Con Dios En Medio del Proceso: Al Final Verás la Luz (Spanish Edition),,B091JDX8FR,,"March 31, 2021",Spanish,1168 KB,Enabled,Enabled,,Not Enabled,27 pages,Enabled,"#2 in Children's Steampunk Books(https://www.amazon.com/gp/bestsellers/digital-text/7006704011/ref=pd_zg_hrsr_digital-text), #2 in Children's Thesauri Reference Books(https://www.amazon.com/gp/bestsellers/digital-text/155930011/ref=pd_zg_hrsr_digital-text), #3 in Children's Thesaurus(https://www.amazon.com/gp/bestsellers/books/3206/ref=pd_zg_hrsr_books)","5.0 out of 5 stars, 1 rating"
El hombre que parafraseaba: Un encuentro de consecuencias eternas (Spanish Edition),,B01G7YHKPK,"Devoción Total Editorial; 1st edition (May 18, 2016)","May 18, 2016",Spanish,3523 KB,Enabled,Enabled,,Not Enabled,110 pages,Not Enabled,"#2 in Religion in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407424011/ref=pd_zg_hrsr_digital-text), #8 in Literature & Fiction in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407419011/ref=pd_zg_hrsr_digital-text), #13 in Spanish Language Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588769011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 68 ratings"
National Geographic Readers: Los Dinosaurios (Dinosaurs) (Spanish Edition),Kathleen Weidner Zoehfeld,B012GXPINM,"National Geographic Kids; Illustrated edition (September 8, 2015)","September 8, 2015",Spanish,32039 KB,Not enabled,Not Enabled,,Not Enabled,32 pages,Enabled,"#11 in Children's Zoology Books (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156039011/ref=pd_zg_hrsr_digital-text), #27 in Children's Dinosaur Books (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/155027011/ref=pd_zg_hrsr_digital-text), #30 in Children's in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407404011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 147 ratings"
El deber del Marqués de Ailsa (Serie Manchester nº 3) (Spanish Edition),,B08SHSR5BS,,"March 1, 2021",Spanish,3271 KB,Enabled,Enabled,,Not Enabled,363 pages,Enabled,"#3 in Historical Fiction in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407414011/ref=pd_zg_hrsr_digital-text), #21 in Romance in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407425011/ref=pd_zg_hrsr_digital-text), #32 in Spanish Language Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588769011/ref=pd_zg_hrsr_digital-text)","4.3 out of 5 stars, 63 ratings"
El infinito en un junco: La invención de los libros en el mundo antiguo (Biblioteca de Ensayo / Serie mayor nº 105) (Spanish Edition),,B07VKLH7QG,"Siruela; 27th edition (September 18, 2019)","September 18, 2019",Spanish,2091 KB,Enabled,Enabled,,Not Enabled,556 pages,Not Enabled,"#15 in Literature & Fiction in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407419011/ref=pd_zg_hrsr_digital-text), #29 in Essays (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/7588758011/ref=pd_zg_hrsr_digital-text), #139 in Essays (Books)(https://www.amazon.com/gp/bestsellers/books/10114/ref=pd_zg_hrsr_books)","4.6 out of 5 stars, 1,619 ratings"
Enamorada (Hermanas Chandler nº 1) (Spanish Edition),Sarah McAllen,B08NSZ22MS,,"November 17, 2020",Spanish,1475 KB,Enabled,Enabled,,Not Enabled,320 pages,Enabled,"#28 in Romance in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407425011/ref=pd_zg_hrsr_digital-text), #43 in Spanish Language Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588769011/ref=pd_zg_hrsr_digital-text), #461 in Libros en español(https://www.amazon.com/gp/bestsellers/books/16568978011/ref=pd_zg_hrsr_books)","4.2 out of 5 stars, 65 ratings"
"Acepto, si es contigo: Heredé el matrimonio perfecto (Spanish Edition)",,B08PXXTGG4,,"December 7, 2020",Spanish,1164 KB,Enabled,Enabled,,Not Enabled,370 pages,Enabled,"#19 in Romance in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407425011/ref=pd_zg_hrsr_digital-text), #28 in Spanish Language Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588769011/ref=pd_zg_hrsr_digital-text), #335 in Libros en español(https://www.amazon.com/gp/bestsellers/books/16568978011/ref=pd_zg_hrsr_books)","3.9 out of 5 stars, 125 ratings"
Atrapada (Hermanas Chandler nº 2) (Spanish Edition),,B08NLDM9Q4,,"November 15, 2020",Spanish,1360 KB,Enabled,Enabled,,Not Enabled,430 pages,Enabled,"#39 in Romance in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407425011/ref=pd_zg_hrsr_digital-text), #66 in Spanish Language Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588769011/ref=pd_zg_hrsr_digital-text), #600 in Libros en español(https://www.amazon.com/gp/bestsellers/books/16568978011/ref=pd_zg_hrsr_books)","4.3 out of 5 stars, 66 ratings"
ENMUDECIENDO AL CORAZON (Spanish Edition),"S.M.  Afonso, Anaïs Valcárcel",B091PZ6SVS,,"April 4, 2021",Spanish,1044 KB,Enabled,Enabled,,Not Enabled,363 pages,Enabled,"#1 in Erotic in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407410011/ref=pd_zg_hrsr_digital-text), #12 in Romance in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407425011/ref=pd_zg_hrsr_digital-text), #20 in Spanish Language Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588769011/ref=pd_zg_hrsr_digital-text)","None, None"
Apasionada (Hermanas Chandler nº 4) (Spanish Edition),Sarah McAllen,B08SR2XYWL,,"January 11, 2021",Spanish,1525 KB,Enabled,Enabled,,Not Enabled,321 pages,Enabled,"#29 in Romance in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407425011/ref=pd_zg_hrsr_digital-text), #44 in Spanish Language Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588769011/ref=pd_zg_hrsr_digital-text), #465 in Libros en español(https://www.amazon.com/gp/bestsellers/books/16568978011/ref=pd_zg_hrsr_books)","4.4 out of 5 stars, 79 ratings"
Hasta que llegaste tú (Hermanos Mackenzie nº 1) (Spanish Edition),Sarah McAllen,B08VJJTL1R,,"February 1, 2021",Spanish,1499 KB,Enabled,Enabled,,Not Enabled,320 pages,Enabled,"#7 in Romance in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407425011/ref=pd_zg_hrsr_digital-text), #14 in Spanish Language Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588769011/ref=pd_zg_hrsr_digital-text), #260 in Libros en español(https://www.amazon.com/gp/bestsellers/books/16568978011/ref=pd_zg_hrsr_books)","4.3 out of 5 stars, 141 ratings"
Cuidado con el lobo feroz: (Hermanos Lexington 1) (Spanish Edition),Olivia Kiss,B08Z2Z722F,,"March 14, 2021",Spanish,5601 KB,Enabled,Enabled,,Not Enabled,148 pages,Enabled,"#16 in Romance in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407425011/ref=pd_zg_hrsr_digital-text), #25 in Spanish Language Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588769011/ref=pd_zg_hrsr_digital-text), #322 in Libros en español(https://www.amazon.com/gp/bestsellers/books/16568978011/ref=pd_zg_hrsr_books)","5.0 out of 5 stars, 3 ratings"
Una temporada de escándalo (Spanish Edition),Catherine  Brook,B08RB39CDD,,"December 24, 2020",Spanish,1937 KB,Enabled,Enabled,,Not Enabled,223 pages,Enabled,"#4 in Historical Fiction in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407414011/ref=pd_zg_hrsr_digital-text), #25 in Romance in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407425011/ref=pd_zg_hrsr_digital-text), #38 in Spanish Language Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588769011/ref=pd_zg_hrsr_digital-text)","4.3 out of 5 stars, 42 ratings"
La gran carrera de ponis (Dora la Exploradora) (Spanish Edition),,B007L5CLTU,"Nickelodeon Publishing (April 1, 2013)","April 1, 2013",Spanish,4351 KB,Not enabled,Not Enabled,,Not Enabled,13 pages,Not Enabled,"#28 in Children's in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407404011/ref=pd_zg_hrsr_digital-text), #80 in Children's Animal Action & Adventure(https://www.amazon.com/gp/bestsellers/digital-text/10124607011/ref=pd_zg_hrsr_digital-text), #279 in Children's Animal Stories(https://www.amazon.com/gp/bestsellers/digital-text/155010011/ref=pd_zg_hrsr_digital-text)","None, None"
¡Es Noche de Brujas! (It's Halloween!) (Bumba Books ® en español — ¡Es una fiesta! (It's a Holiday!)) (Spanish Edition),,B07DNKW4BF,"ediciones Lerner (August 1, 2018)","August 1, 2018",Spanish,5142 KB,Not enabled,Not Enabled,,Not Enabled,24 pages,Not Enabled,"#2 in Children's Customs & Traditions(https://www.amazon.com/gp/bestsellers/digital-text/155878011/ref=pd_zg_hrsr_digital-text), #5 in Children's Holiday Books (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/319896011/ref=pd_zg_hrsr_digital-text), #11 in Children's Customs & Traditions Books(https://www.amazon.com/gp/bestsellers/books/3145/ref=pd_zg_hrsr_books)","4.5 out of 5 stars, 4 ratings"
Los abismos (Premio Alfaguara de novela 2021) (Spanish Edition),Pilar Quintana,B08TTCNG53,"ALFAGUARA (March 25, 2021)","March 25, 2021",Spanish,804 KB,Enabled,Enabled,,Not Enabled,198 pages,Not Enabled,"#7 in Literature & Fiction in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407419011/ref=pd_zg_hrsr_digital-text), #12 in Spanish Language Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588769011/ref=pd_zg_hrsr_digital-text), #249 in Libros en español(https://www.amazon.com/gp/bestsellers/books/16568978011/ref=pd_zg_hrsr_books)","4.4 out of 5 stars, 23 ratings"
Seduciendo a Mr. Bridgerton (Bridgerton 4) (Spanish Edition),,B084WX55HJ,"Titania (March 17, 2020)","March 17, 2020",Spanish,2130 KB,Enabled,Enabled,,Not Enabled,405 pages,Not Enabled,"#14 in Romance in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407425011/ref=pd_zg_hrsr_digital-text), #23 in Spanish Language Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588769011/ref=pd_zg_hrsr_digital-text), #311 in Libros en español(https://www.amazon.com/gp/bestsellers/books/16568978011/ref=pd_zg_hrsr_books)","4.5 out of 5 stars, 1,137 ratings"
El Malo (Romántica contemporánea) (Spanish Edition),Noah Evans,B08PBWPQ16,,"November 29, 2020",Spanish,2569 KB,Enabled,Enabled,,Not Enabled,463 pages,Enabled,"#24 in Romance in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407425011/ref=pd_zg_hrsr_digital-text), #37 in Spanish Language Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588769011/ref=pd_zg_hrsr_digital-text), #402 in Libros en español(https://www.amazon.com/gp/bestsellers/books/16568978011/ref=pd_zg_hrsr_books)","4.3 out of 5 stars, 280 ratings"
El duque y yo (Bridgerton 1) (Spanish Edition),,B0848SWY72,"Titania (February 4, 2020)","February 4, 2020",Spanish,1586 KB,Enabled,Enabled,,Not Enabled,373 pages,Not Enabled,"#10 in Romance in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407425011/ref=pd_zg_hrsr_digital-text), #18 in Spanish Language Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588769011/ref=pd_zg_hrsr_digital-text), #273 in Libros en español(https://www.amazon.com/gp/bestsellers/books/16568978011/ref=pd_zg_hrsr_books)","4.4 out of 5 stars, 2,202 ratings"
El secreto de las olas: Un thriller psicológico con un final inesperado (Spanish Edition),,B089993NJR,"Old Map Books (May 27, 2020)","May 27, 2020",Spanish,2621 KB,Enabled,Enabled,,Not Enabled,286 pages,Enabled,"#3 in Mysteries & Thrillers in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407409011/ref=pd_zg_hrsr_digital-text), #33 in Spanish Language Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588769011/ref=pd_zg_hrsr_digital-text), #368 in International Mystery & Crime (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6361461011/ref=pd_zg_hrsr_digital-text)","3.9 out of 5 stars, 457 ratings"
Honor y Venganza (Spanish Edition),,B08X1JM5LT,,"February 19, 2021",Spanish,3558 KB,Enabled,Enabled,,Not Enabled,415 pages,Enabled,"#11 in Romance in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407425011/ref=pd_zg_hrsr_digital-text), #19 in Spanish Language Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588769011/ref=pd_zg_hrsr_digital-text), #294 in Libros en español(https://www.amazon.com/gp/bestsellers/books/16568978011/ref=pd_zg_hrsr_books)","4.6 out of 5 stars, 90 ratings"
Cien años de soledad (Spanish Edition),,B00NKDOYHY,"VINTAGE ESPAÑOL (October 15, 2014)","October 15, 2014",Spanish,2053 KB,Enabled,Enabled,,Not Enabled,271 pages,Not Enabled,"#9 in Literature & Fiction in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407419011/ref=pd_zg_hrsr_digital-text), #15 in Spanish Language Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588769011/ref=pd_zg_hrsr_digital-text), #90 in Classic Literary Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588847011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 4,849 ratings"
Sapiens. De animales a dioses: Una breve historia de la humanidad (Spanish Edition),Yuval Noah Harari,B00LNJ60NI,"DEBATE (September 4, 2014)","September 4, 2014",Spanish,9239 KB,Enabled,Enabled,,Not Enabled,626 pages,Not Enabled,"#1 in Society & Social Sciences in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407427011/ref=pd_zg_hrsr_digital-text), #2 in History in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407415011/ref=pd_zg_hrsr_digital-text), #3 in Sciences & Technology in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407426011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 5,858 ratings"
No despiertes a la bestia: (Hermanos Lexington 2) (Spanish Edition),,B08ZRBZFGQ,,"March 21, 2021",Spanish,5217 KB,Enabled,Enabled,,Not Enabled,152 pages,Enabled,"#15 in Romance in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407425011/ref=pd_zg_hrsr_digital-text), #24 in Spanish Language Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588769011/ref=pd_zg_hrsr_digital-text), #320 in Libros en español(https://www.amazon.com/gp/bestsellers/books/16568978011/ref=pd_zg_hrsr_books)","5.0 out of 5 stars, 2 ratings"
El cerebro del niño: 12 estrategias revolucionarias para cultivar la mente en desarrollo de tu hijo (Educación) (Spanish Edition),"Daniel J. Siegel, Isabel Ferrer, &, more",B00841YEE0,"Alba Editorial; 7th edition (May 17, 2012)","May 17, 2012",Spanish,3935 KB,Enabled,Enabled,,Not Enabled,222 pages,Not Enabled,"#6 in Child Development(https://www.amazon.com/gp/bestsellers/digital-text/156516011/ref=pd_zg_hrsr_digital-text), #56 in Spanish eBooks(https://www.amazon.com/gp/bestsellers/digital-text/7735161011/ref=pd_zg_hrsr_digital-text), #68 in Medical Child Psychology(https://www.amazon.com/gp/bestsellers/books/6511983011/ref=pd_zg_hrsr_books)","4.7 out of 5 stars, 1,020 ratings"
Nunca dejes de fingir que me amas (Spanish Edition),Elena  Martin,B08V8CRNV9,,"January 26, 2021",Spanish,933 KB,Enabled,Enabled,,Not Enabled,255 pages,Enabled,"#20 in Romance in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407425011/ref=pd_zg_hrsr_digital-text), #31 in Spanish Language Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588769011/ref=pd_zg_hrsr_digital-text), #340 in Libros en español(https://www.amazon.com/gp/bestsellers/books/16568978011/ref=pd_zg_hrsr_books)","4.2 out of 5 stars, 69 ratings"
"La Palabra Santa para el Avivamiento Matutino - Estudio de cristalización de Job, Proverbios, Eclesiastés, Tomo 2 (Spanish Edition)",Witness Lee,B08RXLNNXB,"Living Stream Ministry (January 2, 2021)","January 2, 2021",Spanish,1835 KB,Enabled,Enabled,,Not Enabled,170 pages,Enabled,"#1 in Religion in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407424011/ref=pd_zg_hrsr_digital-text), #17 in Christian Devotionals (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6361607011/ref=pd_zg_hrsr_digital-text), #63 in Christian Spiritual Growth (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6361616011/ref=pd_zg_hrsr_digital-text)","5.0 out of 5 stars, 3 ratings"
El increible yerno millonario: 1ra Parte : Disfruta de esta novela del capítulo 1al 336 (Spanish Edition),,B08ZMFPW9R,,"March 20, 2021",Spanish,9508 KB,Enabled,Enabled,,Not Enabled,1354 pages,Enabled,"#1 in Teens & Young Adult in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407405011/ref=pd_zg_hrsr_digital-text), #13 in Literature & Fiction in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407419011/ref=pd_zg_hrsr_digital-text), #40 in Spanish Language Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588769011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 5 ratings"
Los Cuatro Acuerdos (Un libro de la sabiduría tolteca) (Spanish Edition),,B005BU9MTO,"Amber-Allen Publishing (July 7, 2011)","July 7, 2011",Spanish,2984 KB,Enabled,Enabled,,Not Enabled,109 pages,Enabled,"#3 in Personal Development & Self-Help in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407421011/ref=pd_zg_hrsr_digital-text), #81 in Happiness(https://www.amazon.com/gp/bestsellers/digital-text/156566011/ref=pd_zg_hrsr_digital-text), #259 in Libros en español(https://www.amazon.com/gp/bestsellers/books/16568978011/ref=pd_zg_hrsr_books)","4.8 out of 5 stars, 4,963 ratings"
50 Obras Maestras Que Debes Leer Antes De Morir: Vol. 1 (Spanish Edition),"Miguel Cervantes, Santa Teresa de Jesús, Miguel De Unamuno, Vicente Blasco Ibáñez, Edgar Allan Poe, Honoré de Balzac, Anonimo, Charles Dickens, Alexandre Dumas, Arthur Conan Doyle, León Tolstoi, Aristóteles, Niccolò Machiavelli, René Descartes, Daniel Defoe, Jonathan Swift, Rey Babilonia de Hammurabi, Voltaire, George Sand, Nikolai Gogol, Alejandro Dumas, Herman Melville, Charles Baudelaire, Charles Darwin, Lewis Carroll, Fyodor Dostoyevsky, José Alcalá Galiano, Julio Verne, Jules Verne, Leo Tolstoy, Robert Louis Stevenson, Emile Zola, Guy de Maupassant, Friedrich Wilhelm Nietzsche, Rubén Darío, Oscar Wilde, Bram Stoker, Jack London, Amado Nervo, J.M. Barrie, Edgar Rice Burroughs, Franz Kafka, Kahlil Gibran, H.P. Lovecraft, &, more",B0833ZSFPT,"The Masterpieces (December 24, 2019)","December 24, 2019",Spanish,18641 KB,Enabled,Enabled,,Not Enabled,14194 pages,Not Enabled,"#1 in Spanish & Portuguese Dramas & Plays(https://www.amazon.com/gp/bestsellers/books/8298094011/ref=pd_zg_hrsr_books), #2 in Teen & Young Adult Spanish Language Study eBooks(https://www.amazon.com/gp/bestsellers/digital-text/7006512011/ref=pd_zg_hrsr_digital-text), #3 in Language, Linguistics & Writing in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407417011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 836 ratings"
FISIOLOGÍA HUMANA EN CASOS CLÍNICOS (Spanish Edition),"ORIS  LAM DE CALVO, LILIBETH  CASTILLERO DE SANTOS",B091SY9LKH,,"April 5, 2021",Spanish,2740 KB,Enabled,Enabled,,Not Enabled,457 pages,Enabled,"#1 in Pathology Clinical Chemistry (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157276011/ref=pd_zg_hrsr_digital-text), #1 in Medicine in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407420011/ref=pd_zg_hrsr_digital-text), #3 in Physiology (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157161011/ref=pd_zg_hrsr_digital-text)","None, None"
Mr Lyon (Spanish Edition),Noah  Evans,B08JVJ5WBR,,"September 22, 2020",Spanish,1186 KB,Enabled,Enabled,,Not Enabled,424 pages,Enabled,"#13 in Romance in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407425011/ref=pd_zg_hrsr_digital-text), #21 in Spanish Language Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588769011/ref=pd_zg_hrsr_digital-text), #304 in Libros en español(https://www.amazon.com/gp/bestsellers/books/16568978011/ref=pd_zg_hrsr_books)","4.5 out of 5 stars, 1,424 ratings"
"Dulces sueños, milady (Spanish Edition)",,B08XQNJQGS,,"February 28, 2021",Spanish,1141 KB,Enabled,Enabled,,Not Enabled,371 pages,Enabled,"#6 in Romance in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407425011/ref=pd_zg_hrsr_digital-text), #11 in Spanish Language Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588769011/ref=pd_zg_hrsr_digital-text), #239 in Libros en español(https://www.amazon.com/gp/bestsellers/books/16568978011/ref=pd_zg_hrsr_books)","4.1 out of 5 stars, 103 ratings"
"Oso panda, oso panda, ¿qué ves ahí? (Brown Bear and Friends) (Spanish Edition)","Bill Martin, Jr., Teresa Mlawer, &, more",B07FSKJPBP,"Henry Holt and Co. (BYR); Spanish Language edition (July 31, 2018)","July 31, 2018",Spanish,32339 KB,Not enabled,Not Enabled,,Not Enabled,32 pages,Not Enabled,"#4 in Baby & Toddler Color Books(https://www.amazon.com/gp/bestsellers/digital-text/155121011/ref=pd_zg_hrsr_digital-text), #25 in Children's in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407404011/ref=pd_zg_hrsr_digital-text), #29 in Children's Classic Literature(https://www.amazon.com/gp/bestsellers/digital-text/155191011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 96 ratings"
Deja de ser tú (Crecimiento personal) (Spanish Edition),Joe Dispenza,B01B4RB6FK,"Urano; Translation edition (October 11, 2012)","October 11, 2012",Spanish,2714 KB,Enabled,Enabled,,Not Enabled,339 pages,Not Enabled,"#1 in Health & Family in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407413011/ref=pd_zg_hrsr_digital-text), #2 in Personal Development & Self-Help in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407421011/ref=pd_zg_hrsr_digital-text), #30 in New Age New Thought(https://www.amazon.com/gp/bestsellers/digital-text/158498011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 1,425 ratings"
"El Club de las 5 de la mañana: Controla tus mañanas, impulsa tu vida (Spanish Edition)",Robin Sharma,B07JMYM1DY,"GRIJALBO (December 4, 2018)","December 4, 2018",Spanish,3000 KB,Enabled,Enabled,,Not Enabled,384 pages,Not Enabled,"#6 in Personal Development & Self-Help in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407421011/ref=pd_zg_hrsr_digital-text), #390 in Libros en español(https://www.amazon.com/gp/bestsellers/books/16568978011/ref=pd_zg_hrsr_books), #477 in Self-Help (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156563011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 3,176 ratings"
Narcisos para un canalla (Floreros y Canallas nº 3) (Spanish Edition),,B08X184TQM,,"February 19, 2021",Spanish,3705 KB,Enabled,Enabled,,Not Enabled,318 pages,Enabled,"#8 in Romance in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407425011/ref=pd_zg_hrsr_digital-text), #16 in Spanish Language Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588769011/ref=pd_zg_hrsr_digital-text), #265 in Libros en español(https://www.amazon.com/gp/bestsellers/books/16568978011/ref=pd_zg_hrsr_books)","4.4 out of 5 stars, 53 ratings"
"Free Your Mind: A Guide to Freedom from Anxiety, Depression, Panic Attacks and Intrusive Thoughts",Jamie Stevens,B07466BFYD,,"July 22, 2017",English,633 KB,Enabled,Enabled,Not Enabled,Enabled,64 pages,Enabled,"#25 in Utilitarianism Philosophy(https://www.amazon.com/gp/bestsellers/digital-text/157459011/ref=pd_zg_hrsr_digital-text), #68 in Nursing Home & Community Care(https://www.amazon.com/gp/bestsellers/digital-text/157216011/ref=pd_zg_hrsr_digital-text), #101 in Teen Health (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/11717493011/ref=pd_zg_hrsr_digital-text)","4.2 out of 5 stars, 41 ratings"
The Smart Mom's Guide to Healthy Snacking: How to Raise a Smart Snacker from Tot to Teen,Jill Castle,B08R6QJD12,"Nourished Child Press (December 21, 2020)","December 21, 2020",English,2383 KB,Enabled,Enabled,Not Enabled,Enabled,223 pages,Enabled,"#76 in Parenting Toddlers(https://www.amazon.com/gp/bestsellers/digital-text/157611011/ref=pd_zg_hrsr_digital-text), #76 in Health & Nutrition for Parents(https://www.amazon.com/gp/bestsellers/digital-text/157617011/ref=pd_zg_hrsr_digital-text), #98 in Teen Health (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/11717493011/ref=pd_zg_hrsr_digital-text)","5.0 out of 5 stars, 7 ratings"
