Title,Author,ASIN,Publisher,Publication date,Language,File size,Text-to-Speech,Enhanced typesetting,X-Ray,Word Wise,Print length,Lending,Best Sellers Rank,Customer Reviews
"Follow Me to Alaska: A true story of one couple’s adventure adjusting from life in a cul-de-sac in El Paso, Texas, to a cabin off-grid in the wilderness of Alaska",Ann Parker,B088KR6N3H,,"May 12, 2020",English,19314 KB,Enabled,Enabled,Enabled,Enabled,260 pages,Enabled,"#2 in Pacific U.S. Regional Travel(https://www.amazon.com/gp/bestsellers/digital-text/159999011/ref=pd_zg_hrsr_digital-text), #19 in Travel Biographies & Memoirs(https://www.amazon.com/gp/bestsellers/digital-text/154820011/ref=pd_zg_hrsr_digital-text), #20 in Adventurer & Explorer Biographies(https://www.amazon.com/gp/bestsellers/digital-text/154815011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 480 ratings"
Do-Overs: A Time Travel Thriller of Sudden Second Chances,Jon Spoelstra,B00YBOGL22,,"May 26, 2015",English,2944 KB,Enabled,Enabled,Not Enabled,Enabled,302 pages,Enabled,"#16 in Adventure Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/159980011/ref=pd_zg_hrsr_digital-text), #54 in Steampunk Science Fiction (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6361472011/ref=pd_zg_hrsr_digital-text), #71 in Time Travel Romance(https://www.amazon.com/gp/bestsellers/digital-text/6190487011/ref=pd_zg_hrsr_digital-text)","4.4 out of 5 stars, 97 ratings"
Travels with Charley in Search of America,,B001BC6GN6,"Penguin Books (January 31, 1980)","January 31, 1980",English,885 KB,Enabled,Enabled,Enabled,Enabled,277 pages,Not Enabled,"#20 in Travel Writing(https://www.amazon.com/gp/bestsellers/digital-text/159960011/ref=pd_zg_hrsr_digital-text), #31 in Biographies & Memoirs of Authors(https://www.amazon.com/gp/bestsellers/digital-text/154758011/ref=pd_zg_hrsr_digital-text), #38 in Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6505531011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 2,588 ratings"
Deadly Cruise (A Rachel Prince Mystery Book 2),Dawn Brookes,B07GV2KW8D,"Oakwood Publishing (November 24, 2018)","November 24, 2018",English,1511 KB,Enabled,Enabled,Not Enabled,Enabled,472 pages,Enabled,"#2 in Cruise Travel(https://www.amazon.com/gp/bestsellers/digital-text/159959011/ref=pd_zg_hrsr_digital-text), #48 in British Contemporary Literature(https://www.amazon.com/gp/bestsellers/digital-text/7588909011/ref=pd_zg_hrsr_digital-text), #78 in Women's Christian Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588886011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 176 ratings"
Summer in Provence: The perfect escapist feel-good romance from bestseller Lucy Coleman,Lucy Coleman,B081FFZ59M,"Boldwood Books; Large type / large print edition (April 2, 2020)","April 2, 2020",English,1185 KB,Enabled,Enabled,Enabled,Enabled,361 pages,Not Enabled,"#7 in General France Travel Guides(https://www.amazon.com/gp/bestsellers/books/67600/ref=pd_zg_hrsr_books), #10 in Art (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/154608011/ref=pd_zg_hrsr_digital-text), #20 in Arts & Photography (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6505510011/ref=pd_zg_hrsr_digital-text)","4.3 out of 5 stars, 827 ratings"
The Serpent Sword (The Bernicia Chronicles Book 1),Matthew Harffy,B01DBZ51FO,"Head of Zeus -- an Aries Book (June 1, 2016)","June 1, 2016",English,7430 KB,Enabled,Enabled,Enabled,Enabled,347 pages,Not Enabled,"#1 in Medieval Military History(https://www.amazon.com/gp/bestsellers/digital-text/14530444011/ref=pd_zg_hrsr_digital-text), #2 in 449-1066 History of UK(https://www.amazon.com/gp/bestsellers/digital-text/16232459011/ref=pd_zg_hrsr_digital-text), #5 in General Great Britain Travel Guides(https://www.amazon.com/gp/bestsellers/books/16952/ref=pd_zg_hrsr_books)","4.3 out of 5 stars, 1,027 ratings"
"""Exterminate All the Brutes"": One Man's Odyssey into the Heart of Darkness and the Origins of European Genocide",,B08ZYWHXYS,"The New Press (March 30, 2021)","March 30, 2021",English,3829 KB,Enabled,Enabled,Not Enabled,Enabled,174 pages,Not Enabled,"#1 in African Travel(https://www.amazon.com/gp/bestsellers/digital-text/159937011/ref=pd_zg_hrsr_digital-text), #5 in History of Africa(https://www.amazon.com/gp/bestsellers/digital-text/156577011/ref=pd_zg_hrsr_digital-text), #6 in General Africa Travel Books(https://www.amazon.com/gp/bestsellers/books/16730/ref=pd_zg_hrsr_books)","4.6 out of 5 stars, 58 ratings"
My Family and Other Animals (The Corfu Trilogy Book 1),Gerald Durrell,B01LYWHFSR,"Open Road Media (October 11, 2016)","October 11, 2016",English,9478 KB,Enabled,Enabled,Enabled,Enabled,292 pages,Enabled,"#1 in Greek Travel(https://www.amazon.com/gp/bestsellers/digital-text/159953011/ref=pd_zg_hrsr_digital-text), #2 in General Greece Travel Guides(https://www.amazon.com/gp/bestsellers/books/67623/ref=pd_zg_hrsr_books), #14 in Biological Science of Animals(https://www.amazon.com/gp/bestsellers/digital-text/158624011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 3,206 ratings"
Indigo Abyss (Buck Reilly Adventure Series Book 9),John H. Cunningham,B08YJ91KC6,"Greene Street, LLC (April 8, 2021)","April 8, 2021",English,2074 KB,Enabled,Enabled,Not Enabled,Enabled,285 pages,Enabled,"#5 in General Caribbean Travel Guides(https://www.amazon.com/gp/bestsellers/books/16899/ref=pd_zg_hrsr_books), #60 in Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/159936011/ref=pd_zg_hrsr_digital-text), #119 in Travel Adventure Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588739011/ref=pd_zg_hrsr_digital-text)","5.0 out of 5 stars, 16 ratings"
"Clanlands: Whisky, Warfare, and a Scottish Adventure Like No Other","Graham McTavish, Diana Gabaldon, &, more",B08GKCHKT8,"Hodder & Stoughton (November 3, 2020)","November 3, 2020",English,10814 KB,Enabled,Enabled,Enabled,Enabled,450 pages,Not Enabled,"#2 in History of Scotland(https://www.amazon.com/gp/bestsellers/digital-text/16232467011/ref=pd_zg_hrsr_digital-text), #3 in Literary Travel(https://www.amazon.com/gp/bestsellers/digital-text/14046379011/ref=pd_zg_hrsr_digital-text), #6 in General Great Britain Travel Guides(https://www.amazon.com/gp/bestsellers/books/16952/ref=pd_zg_hrsr_books)","4.8 out of 5 stars, 8,035 ratings"
Green Hills of Africa: The Hemingway Library Edition,Ernest Hemingway,B00P42WY5S,"Scribner; Reprint edition (July 21, 2015)","July 21, 2015",English,56124 KB,Enabled,Enabled,Not Enabled,Enabled,196 pages,Not Enabled,"#1 in East Africa Travel(https://www.amazon.com/gp/bestsellers/digital-text/14046387011/ref=pd_zg_hrsr_digital-text), #1 in Sports Hunting(https://www.amazon.com/gp/bestsellers/digital-text/157580011/ref=pd_zg_hrsr_digital-text), #7 in General Africa Travel Books(https://www.amazon.com/gp/bestsellers/books/16730/ref=pd_zg_hrsr_books)","4.4 out of 5 stars, 308 ratings"
Spanish Short Stories for Beginners: 20 Captivating Short Stories to Learn Spanish & Grow Your Vocabulary the Fun Way! (Easy Spanish Stories nº 1) (Spanish Edition),Lingo Mastery,B078WRXYM7,,"January 8, 2018",Spanish,6378 KB,Enabled,Enabled,,Not Enabled,212 pages,Enabled,"#1 in Language, Linguistics & Writing in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407417011/ref=pd_zg_hrsr_digital-text), #1 in Polyglot Dictionaries(https://www.amazon.com/gp/bestsellers/digital-text/158199011/ref=pd_zg_hrsr_digital-text), #1 in Spain & Portugal Travel(https://www.amazon.com/gp/bestsellers/digital-text/14046447011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 640 ratings"
At Home with Diana,Deb Stratas,B084P8B1D4,,"March 2, 2020",English,4837 KB,Enabled,Enabled,Enabled,Enabled,196 pages,Enabled,"#2 in Tourist Destinations & Museums(https://www.amazon.com/gp/bestsellers/digital-text/159971011/ref=pd_zg_hrsr_digital-text), #5 in Senior Travel(https://www.amazon.com/gp/bestsellers/digital-text/14046381011/ref=pd_zg_hrsr_digital-text), #8 in Biographies of Royalty (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/154792011/ref=pd_zg_hrsr_digital-text)","4.2 out of 5 stars, 29 ratings"
Boys Adrift: The Five Factors Driving the Growing Epidemic of Unmotivated Boys and Underachieving Young Men,Leonard Sax,B01BZ7XJ90,"Basic Books (June 28, 2016)","June 28, 2016",English,1332 KB,Enabled,Enabled,Enabled,Enabled,292 pages,Not Enabled,"#29 in College & University Student Life (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157369011/ref=pd_zg_hrsr_digital-text), #37 in Parenting Hyperactive Children (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157625011/ref=pd_zg_hrsr_digital-text), #40 in Attention-Deficit Disorder(https://www.amazon.com/gp/bestsellers/digital-text/11717478011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 827 ratings"
We Walk: Life with Severe Autism (The Culture and Politics of Health Care Work),Amy S. F. Lutz,B0875S7LGQ,"ILR Press (October 15, 2020)","October 15, 2020",English,568 KB,Enabled,Enabled,Not Enabled,Enabled,200 pages,Not Enabled,"#31 in Parenting Children with Disabilities(https://www.amazon.com/gp/bestsellers/digital-text/157623011/ref=pd_zg_hrsr_digital-text), #125 in Biographies of People with Disabilities (Books)(https://www.amazon.com/gp/bestsellers/books/2444/ref=pd_zg_hrsr_books), #248 in Disability Parenting(https://www.amazon.com/gp/bestsellers/books/11437/ref=pd_zg_hrsr_books)","4.9 out of 5 stars, 22 ratings"
My Anxious Robot: A Children's Social Emotional Book About Managing Feelings of Anxiety (Thoughtful Bots),Joey Acker,B08P29KV98,,"November 22, 2020",English,2254 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,18 pages,Enabled,"#38 in Children's Dysfunctional Relationships Books (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/155863011/ref=pd_zg_hrsr_digital-text), #71 in Parenting Hyperactive Children (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157625011/ref=pd_zg_hrsr_digital-text), #119 in School-Age Children(https://www.amazon.com/gp/bestsellers/digital-text/157619011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 9 ratings"
The Uncontrollable Child: Understand and Manage Your Child's Disruptive Moods with Dialectical Behavior Therapy Skills,"Matis Miller, Judith S. Beck",B08GG2JDHW,"New Harbinger Publications (April 1, 2021)","April 1, 2021",English,1901 KB,Enabled,Enabled,Not Enabled,Enabled,276 pages,Not Enabled,"#40 in Child Development(https://www.amazon.com/gp/bestsellers/digital-text/156516011/ref=pd_zg_hrsr_digital-text), #79 in Parenting Hyperactive Children & Children with Disabilities (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157622011/ref=pd_zg_hrsr_digital-text), #222 in Dysfunctional Relationships(https://www.amazon.com/gp/bestsellers/digital-text/157594011/ref=pd_zg_hrsr_digital-text)","5.0 out of 5 stars, 2 ratings"
Spectrum Women: Walking to the Beat of Autism,"Michelle Garnett, Lisa Morgan, Jen Elcheson, Artemisia, Catriona Stewart, Anita Lesko, Liane Holliday Willey, Yenn Purkis, Kate Ross, Becca Lory, Renata Jurkevythz, Terri Mayne, Maura Campbell, Dena Gassner, Christine Jenkins, &, more",B07BDQYZZQ,"Jessica Kingsley Publishers (August 21, 2018)","August 21, 2018",English,1754 KB,Enabled,Enabled,Not Enabled,Enabled,338 pages,Not Enabled,"#29 in Autism(https://www.amazon.com/gp/bestsellers/digital-text/11717479011/ref=pd_zg_hrsr_digital-text), #32 in Parenting Children with Disabilities(https://www.amazon.com/gp/bestsellers/digital-text/157623011/ref=pd_zg_hrsr_digital-text), #49 in Children's Health (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/11717443011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 171 ratings"
"What to Say Next: Successful Communication in Work, Life, and Love—with Autism Spectrum Disorder","Sarah Nannery, Larry Nannery",B084G9L5R9,"Tiller Press (March 30, 2021)","March 30, 2021",English,1374 KB,Enabled,Enabled,Not Enabled,Enabled,301 pages,Not Enabled,"#35 in Parenting Children with Disabilities(https://www.amazon.com/gp/bestsellers/digital-text/157623011/ref=pd_zg_hrsr_digital-text), #139 in Business Communication Skills(https://www.amazon.com/gp/bestsellers/digital-text/154832011/ref=pd_zg_hrsr_digital-text), #259 in Disability Parenting(https://www.amazon.com/gp/bestsellers/books/11437/ref=pd_zg_hrsr_books)","4.8 out of 5 stars, 5 ratings"
"Thriving with Autism: 90 Activities to Encourage Your Child's Communication, Engagement, and Play",Katie Cook MEd BCBA,B086FM55Z2,"Rockridge Press (April 14, 2020)","April 14, 2020",English,4428 KB,Enabled,Enabled,Enabled,Enabled,178 pages,Enabled,"#120 in Parenting Children with Disabilities(https://www.amazon.com/gp/bestsellers/digital-text/157623011/ref=pd_zg_hrsr_digital-text), #635 in Disability Parenting(https://www.amazon.com/gp/bestsellers/books/11437/ref=pd_zg_hrsr_books)","4.7 out of 5 stars, 286 ratings"
"Balanced and Barefoot: How Unrestricted Outdoor Play Makes for Strong, Confident, and Capable Children",,B017N4WB2K,"New Harbinger Publications; 1st edition (April 22, 2016)","April 22, 2016",English,1095 KB,Enabled,Enabled,Not Enabled,Enabled,243 pages,Not Enabled,"#4 in Occupational Therapy (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157136011/ref=pd_zg_hrsr_digital-text), #13 in Family Activities(https://www.amazon.com/gp/bestsellers/digital-text/157590011/ref=pd_zg_hrsr_digital-text), #33 in Child Development(https://www.amazon.com/gp/bestsellers/digital-text/156516011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 395 ratings"
Helping Your Anxious Child: A Step-by-Step Guide for Parents,"Ronald Rapee, Ann Wignall, Susan Spence, Heidi Lyneham, Vanessa Cobham, &, more",B00545YSB8,"New Harbinger Publications; 2nd edition (December 3, 2008)","December 3, 2008",English,2609 KB,Enabled,Enabled,Not Enabled,Enabled,301 pages,Not Enabled,"#147 in Mood Disorders (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156495011/ref=pd_zg_hrsr_digital-text), #226 in Parenting Hyperactive Children & Children with Disabilities (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157622011/ref=pd_zg_hrsr_digital-text), #388 in Mood Disorders (Books)(https://www.amazon.com/gp/bestsellers/books/4694/ref=pd_zg_hrsr_books)","4.7 out of 5 stars, 358 ratings"
"Focus and Thrive: Executive Functioning Strategies for Teens: Tools to Get Organized, Plan Ahead, and Achieve Your Goals",Laurie Chaikind McNulty LCSW-C,B08D1K3Y6J,"Rockridge Press (August 4, 2020)","August 4, 2020",English,1469 KB,Enabled,Enabled,Not Enabled,Enabled,123 pages,Enabled,"#21 in Parenting Hyperactive Children (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157625011/ref=pd_zg_hrsr_digital-text), #37 in Children's Nonfiction Social Issues(https://www.amazon.com/gp/bestsellers/digital-text/319897011/ref=pd_zg_hrsr_digital-text), #247 in Disability Parenting(https://www.amazon.com/gp/bestsellers/books/11437/ref=pd_zg_hrsr_books)","4.5 out of 5 stars, 58 ratings"
"Beyond Consequences, Logic and Control: Volume 1",,B003WUYVD2,"Beyond Consequences Institute, LLC; 2nd edition (July 1, 2010)","July 1, 2010",English,402 KB,Enabled,Enabled,Not Enabled,Enabled,171 pages,Enabled,"#34 in Adoption (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157585011/ref=pd_zg_hrsr_digital-text), #74 in Parenting Hyperactive Children & Children with Disabilities (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157622011/ref=pd_zg_hrsr_digital-text), #97 in Adoption (Books)(https://www.amazon.com/gp/bestsellers/books/11350/ref=pd_zg_hrsr_books)","4.6 out of 5 stars, 418 ratings"
Don't Call Me Mum!: A thought-provoking page turner about an out of control son,Maria Frankland,B083D7D8X9,"Autonomy Press; 2nd edition (December 31, 2019)","December 31, 2019",English,9439 KB,Enabled,Enabled,Enabled,Enabled,458 pages,Enabled,"#15 in Child Discipline(https://www.amazon.com/gp/bestsellers/digital-text/157614011/ref=pd_zg_hrsr_digital-text), #19 in Children's Studies(https://www.amazon.com/gp/bestsellers/digital-text/157494011/ref=pd_zg_hrsr_digital-text), #22 in Parenting Hyperactive Children (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157625011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 171 ratings"
"An Early Start for Your Child with Autism: Using Everyday Activities to Help Kids Connect, Communicate, and Learn","Geraldine Dawson, Laurie A. Vismara, &, more",B008BT1CTU,"The Guilford Press; 1st edition (June 15, 2012)","June 15, 2012",English,6475 KB,Enabled,Enabled,Not Enabled,Enabled,355 pages,Not Enabled,"#10 in Learning Disabilities(https://www.amazon.com/gp/bestsellers/digital-text/157413011/ref=pd_zg_hrsr_digital-text), #22 in Child Psychology (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156517011/ref=pd_zg_hrsr_digital-text), #30 in Autism(https://www.amazon.com/gp/bestsellers/digital-text/11717479011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 706 ratings"
Grace Based Discipline: How to Be at Your Best When Your Kids Are at Their Worst,Karis Kimmel Murray,B01MT56PLD,"Family Matters Press (January 1, 2017)","January 1, 2017",English,761 KB,Enabled,Enabled,Not Enabled,Enabled,226 pages,Enabled,"#4 in Children's Christian Prayer Books (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/155941011/ref=pd_zg_hrsr_digital-text), #8 in Parenting Toddlers(https://www.amazon.com/gp/bestsellers/digital-text/157611011/ref=pd_zg_hrsr_digital-text), #20 in Parenting Hyperactive Children (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157625011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 177 ratings"
Jabberwocky: Lessons of Love from a Boy Who Never Spoke,Dr. Steven Gardner,B08ZGY6G49,"Made for Success Publishing (April 20, 2021)","April 20, 2021",English,,Enabled,Not Enabled,Not Enabled,Not Enabled,300 pages,Enabled,"#60 in Parenting Hyperactive Children & Children with Disabilities (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157622011/ref=pd_zg_hrsr_digital-text), #110 in Biographies of People with Disabilities (Books)(https://www.amazon.com/gp/bestsellers/books/2444/ref=pd_zg_hrsr_books), #379 in Parenting Hyperactive Children & Children with Disabilities (Books)(https://www.amazon.com/gp/bestsellers/books/11436/ref=pd_zg_hrsr_books)","None, None"
Caring for Young Children with Special Needs (Redleaf Quick Guides),,B01N69ZBA1,"Redleaf Press (December 8, 2016)","December 8, 2016",English,1068 KB,Enabled,Enabled,Not Enabled,Enabled,98 pages,Not Enabled,"#92 in Preschool & Kindergarten(https://www.amazon.com/gp/bestsellers/digital-text/157406011/ref=pd_zg_hrsr_digital-text), #157 in Special Education (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157409011/ref=pd_zg_hrsr_digital-text), #170 in Two-Hour Parenting & Relationships Short Reads(https://www.amazon.com/gp/bestsellers/digital-text/8624242011/ref=pd_zg_hrsr_digital-text)","4.9 out of 5 stars, 13 ratings"
Say Hello And Let It Go: I Am Not My Emotions,,B089CHNT9Q,"Inspired and Rewired Publishing (May 27, 2020)","May 27, 2020",English,4361 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,30 pages,Enabled,"#36 in Parenting Morals & Responsibility(https://www.amazon.com/gp/bestsellers/digital-text/157618011/ref=pd_zg_hrsr_digital-text), #56 in Children's Maturing Books(https://www.amazon.com/gp/bestsellers/digital-text/155980011/ref=pd_zg_hrsr_digital-text), #96 in School-Age Children(https://www.amazon.com/gp/bestsellers/digital-text/157619011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 162 ratings"
"Finally Focused: The Breakthrough Natural Treatment Plan for ADHD That Restores Attention, Minimizes Hyperactivity, and Helps Eliminate Drug Side Effects",,B01KE64XT8,"Harmony; 1st edition (May 9, 2017)","May 9, 2017",English,11198 KB,Enabled,Enabled,Enabled,Enabled,274 pages,Not Enabled,"#13 in Pediatrics (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157280011/ref=pd_zg_hrsr_digital-text), #19 in Parenting Hyperactive Children (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157625011/ref=pd_zg_hrsr_digital-text), #25 in Attention-Deficit Disorder(https://www.amazon.com/gp/bestsellers/digital-text/11717478011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 336 ratings"
"Parenting the Strong-Willed Child: The Clinically Proven Five-Week Program for Parents of Two- to Six-Year-Olds, Third Edition",Rex L.  Forehand,B003TQM9XI,"McGraw-Hill Education; 3rd edition (June 24, 2010)","June 24, 2010",English,1689 KB,Enabled,Enabled,Enabled,Enabled,280 pages,Not Enabled,"#13 in Parenting & Child Development(https://www.amazon.com/gp/bestsellers/digital-text/157608011/ref=pd_zg_hrsr_digital-text), #32 in Child Development(https://www.amazon.com/gp/bestsellers/digital-text/156516011/ref=pd_zg_hrsr_digital-text), #44 in Fatherhood (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157595011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 497 ratings"
Our Socially Awkward Marriage: Stories from an Asperger's Relationship,Tom Peters,B01LCBBRM0,"Brookside Press (August 31, 2016)","August 31, 2016",English,1309 KB,Enabled,Enabled,Not Enabled,Enabled,109 pages,Enabled,"#7 in Communicative Disorders in Special Ed. (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157411011/ref=pd_zg_hrsr_digital-text), #27 in Autism(https://www.amazon.com/gp/bestsellers/digital-text/11717479011/ref=pd_zg_hrsr_digital-text), #29 in Parenting Children with Disabilities(https://www.amazon.com/gp/bestsellers/digital-text/157623011/ref=pd_zg_hrsr_digital-text)","3.9 out of 5 stars, 190 ratings"
"The Autism Book: What Every Parent Needs to Know About Early Detection, Treatment, Recovery, and Prevention (Sears Parenting Library)",,B0035IIDBM,"Little, Brown Spark (April 1, 2010)","April 1, 2010",English,1064 KB,Enabled,Enabled,Not Enabled,Enabled,420 pages,Not Enabled,"#34 in Autism(https://www.amazon.com/gp/bestsellers/digital-text/11717479011/ref=pd_zg_hrsr_digital-text), #43 in Parenting Children with Disabilities(https://www.amazon.com/gp/bestsellers/digital-text/157623011/ref=pd_zg_hrsr_digital-text), #60 in Children's Health (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/11717443011/ref=pd_zg_hrsr_digital-text)","4.3 out of 5 stars, 47 ratings"
"Call the Nurse: True Stories of a Country Nurse on a Scottish Isle (The Country Nurse Series, Book One)",,B00C7XDYHO,"Arcade; Reprint edition (April 4, 2013)","April 4, 2013",English,541 KB,Enabled,Enabled,Enabled,Enabled,321 pages,Not Enabled,"#30 in Family & Personal Growth(https://www.amazon.com/gp/bestsellers/digital-text/8917500011/ref=pd_zg_hrsr_digital-text), #72 in Parenting Hyperactive Children & Children with Disabilities (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157622011/ref=pd_zg_hrsr_digital-text), #90 in Motherhood (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157598011/ref=pd_zg_hrsr_digital-text)","4.4 out of 5 stars, 2,017 ratings"
Supporting Transgender Autistic Youth and Adults: A Guide for Professionals and Families,Finn V. Gratton,B07R6P7376,"Jessica Kingsley Publishers (October 21, 2019)","October 21, 2019",English,931 KB,Enabled,Enabled,Not Enabled,Enabled,242 pages,Not Enabled,"#49 in Transgender Studies(https://www.amazon.com/gp/bestsellers/digital-text/10886537011/ref=pd_zg_hrsr_digital-text), #68 in Autism(https://www.amazon.com/gp/bestsellers/digital-text/11717479011/ref=pd_zg_hrsr_digital-text), #129 in Children's Health (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/11717443011/ref=pd_zg_hrsr_digital-text)","4.9 out of 5 stars, 46 ratings"
"Population One: Autism, Adversity, and the Will to Succeed",Tyler McNamer,B00FML0QOM,"Avia (October 3, 2013)","October 3, 2013",English,2528 KB,Enabled,Enabled,Not Enabled,Enabled,156 pages,Enabled,"#5 in Behavioral, Emotional & Social Disabilities(https://www.amazon.com/gp/bestsellers/digital-text/157410011/ref=pd_zg_hrsr_digital-text), #28 in Autism(https://www.amazon.com/gp/bestsellers/digital-text/11717479011/ref=pd_zg_hrsr_digital-text), #68 in Parenting Hyperactive Children & Children with Disabilities (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157622011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 1,298 ratings"
"Anxiety Relief for Kids: On-the-Spot Strategies to Help Your Child Overcome Worry, Panic, and Avoidance","Bridget Flynn Walker, Michael A. Tompkins",B06XGSHNYH,"New Harbinger Publications; 1st edition (November 1, 2017)","November 1, 2017",English,981 KB,Enabled,Enabled,Not Enabled,Enabled,213 pages,Not Enabled,"#52 in Pediatrics (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157280011/ref=pd_zg_hrsr_digital-text), #73 in Anxieties & Phobias (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/11717477011/ref=pd_zg_hrsr_digital-text), #157 in Parenting Hyperactive Children & Children with Disabilities (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157622011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 352 ratings"
"Explained by Brain: The FASD Workbook for Parents, Carers and Educators: (who have tried everything or don't know where to start)",,B08DRL5M1H,,"July 27, 2020",English,36010 KB,Enabled,Enabled,Not Enabled,Enabled,385 pages,Enabled,"#60 in Adoption (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157585011/ref=pd_zg_hrsr_digital-text), #141 in Parenting Hyperactive Children & Children with Disabilities (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157622011/ref=pd_zg_hrsr_digital-text), #189 in Adoption (Books)(https://www.amazon.com/gp/bestsellers/books/11350/ref=pd_zg_hrsr_books)","5.0 out of 5 stars, 1 rating"
Knowing Why: Adult-Diagnosed Autistic People on Life and Autism,Autistic Self Advocacy Network,B07JJYKC8X,"The Autistic Press (October 17, 2018)","October 17, 2018",English,1555 KB,Enabled,Enabled,Not Enabled,Enabled,128 pages,Enabled,"#27 in Parenting Children with Disabilities(https://www.amazon.com/gp/bestsellers/digital-text/157623011/ref=pd_zg_hrsr_digital-text), #222 in Disability Parenting(https://www.amazon.com/gp/bestsellers/books/11437/ref=pd_zg_hrsr_books)","4.7 out of 5 stars, 48 ratings"
"The Gift of Dyslexia, Revised and Expanded: Why Some of the Smartest People Can't Read...and How They Can Learn",,B0030CVQGW,"TarcherPerigee; Revised & enlarged edition (February 4, 2010)","February 4, 2010",English,7471 KB,Enabled,Enabled,Not Enabled,Enabled,268 pages,Not Enabled,"#3 in Communicative Disorders in Special Ed. (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157411011/ref=pd_zg_hrsr_digital-text), #8 in Learning Disabilities(https://www.amazon.com/gp/bestsellers/digital-text/157413011/ref=pd_zg_hrsr_digital-text), #38 in Communicative Disorders in Special Ed. (Books)(https://www.amazon.com/gp/bestsellers/books/10682/ref=pd_zg_hrsr_books)","4.6 out of 5 stars, 756 ratings"
